Head,Relation,Tail
Ketanserin,INTERACTS_WITH,Finasteride
Hepatitis B Vaccine (Recombinant),INTERACTS_WITH,Bleomycin
Hydroflumethiazide,INTERACTS_WITH,Chlorphentermine
neuroretinitis,TREATED_BY,Ganciclovir
AVE9633,INTERACTS_WITH,Ouabain
Angiotensin 1-7,INTERACTS_WITH,Norepinephrine
Ripretinib,INTERACTS_WITH,Cerivastatin
Alphaprodine,INTERACTS_WITH,Fluvoxamine
NN344,INTERACTS_WITH,Flumequine
Testosterone succinate,INTERACTS_WITH,Rivaroxaban
Moperone,INTERACTS_WITH,Zimelidine
Biperiden,INTERACTS_WITH,Alphacetylmethadol
Zanubrutinib,INTERACTS_WITH,Armodafinil
Nitrous oxide,INTERACTS_WITH,Labetalol
357.41,AVAILABLE_AT,Ralphs
Fosnetupitant,INTERACTS_WITH,Colchicine
Oxiconazole,INTERACTS_WITH,Rimegepant
Mequitazine,INTERACTS_WITH,Pimavanserin
Lasmiditan,INTERACTS_WITH,Homatropine methylbromide
Cinchocaine,INTERACTS_WITH,Bambuterol
Acenocoumarol,IN_PRODUCT,Sintrom
Doxefazepam,INTERACTS_WITH,Homatropine methylbromide
Ecamsule,IN_PRODUCT,Anthelios Lotion Corps Ultra-fluide
Ixekizumab,INTERACTS_WITH,Prednisone
Medical Cannabis,INTERACTS_WITH,Treprostinil
Cirazoline,INTERACTS_WITH,Tolonidine
Viracept,HAS_PRICE,1557.37
127.0,AVAILABLE_AT,HealthWarehouse
Teplizumab,INTERACTS_WITH,Estradiol cypionate
Clonidine,IN_PRODUCT,Catapres-TTS-2
Levosalbutamol,INTERACTS_WITH,Quinaprilat
Encainide,IN_PRODUCT,Enkaid
Cinoxacin,INTERACTS_WITH,Metformin
Grazoprevir,IN_PRODUCT,Zepatier
660.406,AVAILABLE_AT,Vons Pharmacy
Phenoxymethylpenicillin,INTERACTS_WITH,Clorindione
Vitamin A,INTERACTS_WITH,Medroxyprogesterone acetate
AVE9633,INTERACTS_WITH,Alprazolam
Plazomicin,INTERACTS_WITH,Metampicillin
Lisinopril,HAS_SIDE_EFFECT,Sinusitis
Amiodarone,INTERACTS_WITH,Cibenzoline
Juniperus occidentalis pollen,IN_PRODUCT,Western Juniper Pollen
Geranylgeranyl diphosphate,INTERACTS_WITH,Efavirenz
Elexacaftor,INTERACTS_WITH,Secobarbital
Thiazinam,INTERACTS_WITH,Sotalol
Lanreotide,INTERACTS_WITH,Atorvastatin
Efavirenz,IN_PRODUCT,Efavirenz
Prostaglandin D2,INTERACTS_WITH,Parecoxib
Daidzin,INTERACTS_WITH,Sofosbuvir
Clomipramine,INTERACTS_WITH,Guanoxan
Bezafibrate,IN_PRODUCT,Bezalip Tab 200mg
100 SPF Cream,MANUFACTURED_BY,Vital Science A Div. Of/Une Div. De Valeant Canada Ltd/Ltee
Olimel 3.3% E,MANUFACTURED_BY,Baxter Laboratories
Rivoceranib,INTERACTS_WITH,Methoxy polyethylene glycol-epoetin beta
Nabumetone,INTERACTS_WITH,Thioridazine
Tessalon Perles,HAS_PRICE,5.116
Pivmecillinam,INTERACTS_WITH,Megestrol acetate
Propylene glycol,INTERACTS_WITH,Peginesatide
Olaratumab,INTERACTS_WITH,Abciximab
Epibatidine,INTERACTS_WITH,Epanolol
"1,10-Phenanthroline",INTERACTS_WITH,Ipratropium
AZD-3043,INTERACTS_WITH,Citalopram
Sifalimumab,INTERACTS_WITH,Natalizumab
Clove oil,INTERACTS_WITH,Carboplatin
Dihydrexidine,INTERACTS_WITH,Amoxapine
Calcium threonate,INTERACTS_WITH,Aminocaproic acid
Methyclothiazide,INTERACTS_WITH,Mitiglinide
Bethanidine,INTERACTS_WITH,Aliskiren
Saquinavir,INTERACTS_WITH,Roxatidine acetate
Nedocromil,INTERACTS_WITH,Cefotiam
Glumetza,HAS_PRICE,609.6
Doxycycline,INTERACTS_WITH,Calcium carbonate
Sarafloxacin,INTERACTS_WITH,Mecasermin
Pascopyrum smithii pollen,INTERACTS_WITH,Metoprolol
548.036,AVAILABLE_AT,CVS Pharmacy
29.065,AVAILABLE_AT,Walmart
Pipotiazine,INTERACTS_WITH,Lithium citrate
respiratory syncytial virus infectious disease,TREATED_BY,Ribavirin
Entacapone Orion,HAS_PRICE,43.636
Nimesulide,INTERACTS_WITH,Dehydrocholic acid
Belinostat,INTERACTS_WITH,Belatacept
Raloxifene,INTERACTS_WITH,Zidovudine
9-(N-methyl-L-isoleucine)-cyclosporin A,INTERACTS_WITH,Sulfasalazine
Bazedoxifene,INTERACTS_WITH,Paritaprevir
Ifetroban,INTERACTS_WITH,Enoxaparin
Dihydrostreptomycin,INTERACTS_WITH,Carindacillin
4-Methoxyamphetamine,INTERACTS_WITH,Trichlormethiazide
Pomalidomide,INTERACTS_WITH,Daunorubicin
Nonoxynol-9,INTERACTS_WITH,Aprepitant
Flumatinib,INTERACTS_WITH,Propacetamol
Aldesleukin,INTERACTS_WITH,Lenalidomide
Pain Stoppers,MANUFACTURED_BY,"Honeywell Safety Products USA, Inc"
Anifrolumab,INTERACTS_WITH,Enokizumab
Zinc acetate,INTERACTS_WITH,Technetium Tc-99m ciprofloxacin
Fenbufen,INTERACTS_WITH,Pirbuterol
Cabazitaxel,INTERACTS_WITH,Penicillamine
Loxoprofen,INTERACTS_WITH,Risperidone
Lysergic acid diethylamide,INTERACTS_WITH,Benazeprilat
SOMA Croim,MANUFACTURED_BY,"Soma Biotechnology Co., Ltd"
Emicizumab,INTERACTS_WITH,IMC-1C11
Quazepam,INTERACTS_WITH,Paroxetine
Dutasteride,INTERACTS_WITH,Talinolol
Anisodamine,INTERACTS_WITH,Tocopherylquinone
Dehydroascorbic acid,INTERACTS_WITH,Chlorpropamide
Epaxal,MANUFACTURED_BY,Berna Biotech Ltd
Flunoxaprofen,INTERACTS_WITH,Dutasteride
288.29,AVAILABLE_AT,Albertsons (Sav-on)
Adefovir dipivoxil,INTERACTS_WITH,Epirizole
Veltassa,HAS_PRICE,925.46
Poractant alfa,INTERACTS_WITH,Propranolol
Carbenicillin,INTERACTS_WITH,Norethindrone enanthate
Potassium Iodide,INTERACTS_WITH,Desmoteplase
Aprindine,INTERACTS_WITH,Prajmaline
Suxibuzone,INTERACTS_WITH,Ephedrine
Pertuzumab,INTERACTS_WITH,Methallenestril
Magnesium aspartate,INTERACTS_WITH,Delafloxacin
Sirturo,HAS_PRICE,4007.23
Barbexaclone,INTERACTS_WITH,Brimonidine
Phenobarbital,INTERACTS_WITH,Perampanel
Hydrocortisone cypionate,INTERACTS_WITH,Isoetharine
Veralipride,INTERACTS_WITH,Brimonidine
Isotretinoin,INTERACTS_WITH,Cefotaxime
Ursodeoxycholic acid,INTERACTS_WITH,Ditazole
Curcumin sulfate,INTERACTS_WITH,Disulfiram
Norethisterone,INTERACTS_WITH,Fluticasone
Vinbarbital,INTERACTS_WITH,Mepenzolate
Medical Cannabis,INTERACTS_WITH,Desogestrel
Mint-valganciclovir,MANUFACTURED_BY,Mint Pharmaceuticals Inc
Axitinib,INTERACTS_WITH,Torasemide
Alvimopan,INTERACTS_WITH,"Carfentanil, C-11"
Iloprost,INTERACTS_WITH,Phenylbutazone
Metrifonate,INTERACTS_WITH,"Sar9, Met (O2)11-Substance P"
Adinazolam,INTERACTS_WITH,Propiomazine
Vinblastine,INTERACTS_WITH,Interferon alfa-n1
Cyclandelate,INTERACTS_WITH,Lithium cation
Wortmannin,INTERACTS_WITH,Betamethasone
Hydrocortisone probutate,INTERACTS_WITH,Aminoglutethimide
Dehydrocholic acid,IN_PRODUCT,Dycholium Tablet 300mg
Technetium Tc-99m pyrophosphate,INTERACTS_WITH,Cefmenoxime
Interferon alfa-2b,INTERACTS_WITH,Dexrazoxane
Vapreotide,INTERACTS_WITH,"R,S-Warfarin alcohol"
Framycetin,INTERACTS_WITH,Aspoxicillin
Nizofenone,INTERACTS_WITH,Dronedarone
Cefatrizine,INTERACTS_WITH,Kebuzone
Hydrocodone,INTERACTS_WITH,Hexafluronium
Tolmetin,INTERACTS_WITH,Doxapram
Dactinomycin,MANUFACTURED_BY,"Hisun Pharmaceuticals Usa, Inc."
Plecanatide,INTERACTS_WITH,Oxyphencyclimine
Prucalopride,INTERACTS_WITH,Sildenafil
Mestranol,IN_PRODUCT,Ortho-novum 1/50 Tablets (28 Day)
Allylestrenol,INTERACTS_WITH,Primidone
Laniquidar,INTERACTS_WITH,Telaprevir
898.655,AVAILABLE_AT,Walmart Neighborhood Market
Sulprostone,INTERACTS_WITH,Difenpiramide
Selenious acid,INTERACTS_WITH,Cefonicid
Anetumab ravtansine,INTERACTS_WITH,Basiliximab
IGN311,INTERACTS_WITH,Efalizumab
Brequinar,INTERACTS_WITH,Amsacrine
Ligelizumab,INTERACTS_WITH,Diethylstilbestrol
Quinine,INTERACTS_WITH,Ledipasvir
Budipine,INTERACTS_WITH,Methotrimeprazine
Technetium Tc-99m pyrophosphate,INTERACTS_WITH,Cefmetazole
Propafenone,INTERACTS_WITH,Bevantolol
Aripiprazole,INTERACTS_WITH,Rifampicin
Danazol,INTERACTS_WITH,Glipizide
Cheon Shim Bo Hwa,MANUFACTURED_BY,"Saimdang Cosmetics Co., Ltd"
Center-AL - Ambrosia Artemisiifolia Pollen,MANUFACTURED_BY,"ALK-Abello, Inc."
Pramipexole,INTERACTS_WITH,Dyclonine
Bufylline,INTERACTS_WITH,Lithium carbonate
Histrelin,HAS_SIDE_EFFECT,Bone density decreased
Aminophylline,INTERACTS_WITH,Isoprenaline
Mifepristone,INTERACTS_WITH,Dexibuprofen
Cilazaprilat,INTERACTS_WITH,Iron
Trusopt,HAS_PRICE,20.37
Cefbuperazone,INTERACTS_WITH,Oxyphenbutazone
Thrombin alfa,IN_PRODUCT,Recothrom
Fostamatinib,INTERACTS_WITH,Amyl Nitrite
breast cancer,TREATED_BY,Capecitabine
Ticlopidine,INTERACTS_WITH,Peldesine
Cyclothiazide,INTERACTS_WITH,Phendimetrazine
Metreleptin,INTERACTS_WITH,Gliquidone
Estradiol cypionate,INTERACTS_WITH,Ifosfamide
Clostebol,INTERACTS_WITH,Fluprednidene acetate
Dacetuzumab,INTERACTS_WITH,"Synthetic Conjugated Estrogens, B"
Gemigliptin,INTERACTS_WITH,Hydroflumethiazide
Cetuximab,INTERACTS_WITH,Enokizumab
Delafloxacin,INTERACTS_WITH,Testosterone propionate
Benzquinamide,INTERACTS_WITH,Lofentanil
Stavudine,INTERACTS_WITH,Valganciclovir
Flumethasone,INTERACTS_WITH,Insulin lispro
Gemtuzumab ozogamicin,INTERACTS_WITH,Etanercept
D-glucose,IN_PRODUCT,5% Dextrose
Cyclizine,INTERACTS_WITH,Ipratropium
Ipragliflozin,INTERACTS_WITH,Technetium Tc-99m ciprofloxacin
Framycetin,INTERACTS_WITH,Atracurium
Adrafinil,INTERACTS_WITH,Bosentan
Busulfan,INTERACTS_WITH,Azacitidine
omega interferon,INTERACTS_WITH,Chloramphenicol
Razadyne,HAS_PRICE,46.054
Opipramol,INTERACTS_WITH,Candoxatril
Vincristine,INTERACTS_WITH,Pralatrexate
Mianserin,INTERACTS_WITH,Rauwolfia serpentina root
Gavestinel,INTERACTS_WITH,Nelfinavir
Ellagic acid,INTERACTS_WITH,Baricitinib
Peppermint oil,INTERACTS_WITH,Primaquine
Brofaromine,INTERACTS_WITH,Dextromethorphan
Dacetuzumab,INTERACTS_WITH,Natalizumab
Afluria,MANUFACTURED_BY,Csl Limited
Sucralfate,INTERACTS_WITH,Itraconazole
108.0,AVAILABLE_AT,HealthWarehouse
"Dihydro-2-thioxo-5-((5-(2-(trifluoromethyl)phenyl)-2-furanyl)methyl)-4,6(1H,5H)-pyrimidinedione",INTERACTS_WITH,Morphine
maintenance therapy for asthma,TREATED_BY,Zileuton
Dulaglutide,INTERACTS_WITH,Pazufloxacin
Lanthanum carbonate,INTERACTS_WITH,Halofantrine
Farletuzumab,INTERACTS_WITH,Trastuzumab emtansine
Garlic,INTERACTS_WITH,Nelfinavir
Dopamine,MANUFACTURED_BY,General Injectables & Vaccines
Idazoxan,INTERACTS_WITH,Nisoldipine
Fibrinogen human,IN_PRODUCT,Artiss
Pitavastatin,INTERACTS_WITH,Cholestyramine
Lorukafusp alfa,INTERACTS_WITH,Rozrolimupab
9.928,AVAILABLE_AT,Vons Pharmacy
pain,TREATED_BY,Oxycodone
Lorukafusp alfa,INTERACTS_WITH,Tibolone
Vapreotide,INTERACTS_WITH,Tazemetostat
Escitalopram,INTERACTS_WITH,Telaprevir
Aralen Phosphate,HAS_PRICE,244.996
Etoposide,INTERACTS_WITH,Azacitidine
Bexarotene,INTERACTS_WITH,Cortisone acetate
Rifampicin,INTERACTS_WITH,Pilsicainide
Ursodeoxycholic acid,INTERACTS_WITH,Ticlopidine
Ixazomib,INTERACTS_WITH,Metreleptin
Colocort,HAS_PRICE,280.682
Kanamycin,INTERACTS_WITH,Mezlocillin
Magnesium hydroxide,INTERACTS_WITH,Mivacurium
Ganciclovir,IN_PRODUCT,Cytovene - Cap 250mg
Scopolamine,INTERACTS_WITH,Tapentadol
Ribostamycin,INTERACTS_WITH,Incadronic acid
Proquazone,INTERACTS_WITH,Trimipramine
Clevidipine,INTERACTS_WITH,Aripiprazole
Interferon alfa-2c,INTERACTS_WITH,Theodrenaline
Ethyl biscoumacetate,INTERACTS_WITH,Fluticasone propionate
Proxibarbal,INTERACTS_WITH,Minocycline
Nitrate,INTERACTS_WITH,Barnidipine
Iohexol,IN_PRODUCT,Omnipaque 240 Liq IV Sar 518mg/ml
Indusatumab vedotin,INTERACTS_WITH,Ethinylestradiol
18.9502,AVAILABLE_AT,Target (CVS)
Riociguat,INTERACTS_WITH,Hexoprenaline
Astepro,HAS_PRICE,34.594
Adenosine,INTERACTS_WITH,PCS-499
Hepatitis A Vaccine,INTERACTS_WITH,Peginterferon alfa-2b
Gedocarnil,INTERACTS_WITH,Profenamine
Tretinoin,INTERACTS_WITH,Indomethacin
Zenocutuzumab,INTERACTS_WITH,Human immunoglobulin G
Damoctocog alfa pegol,INTERACTS_WITH,Dabigatran etexilate
Influenza B virus B/Brisbane/60/2008 hemagglutinin antigen (propiolactone inactivated),INTERACTS_WITH,Chloramphenicol
Angiotensin 1-7,INTERACTS_WITH,Doxapram
Hydrocortamate,INTERACTS_WITH,Etynodiol
Oat Grain,MANUFACTURED_BY,"Nelco Laboratories, Inc."
Magnesium Aluminum Silicate,INTERACTS_WITH,Botulinum Toxin Type B
Doxifluridine,INTERACTS_WITH,Chloramphenicol
C.V. Formula,MANUFACTURED_BY,Morinda Canada
Phisohex,MANUFACTURED_BY,Sanofi Aventis
Cefradine,INTERACTS_WITH,Phenazopyridine
lupus nephritis,TREATED_BY,Mycophenolate mofetil
Aluminium acetoacetate,INTERACTS_WITH,Oxytetracycline
Horizant,HAS_PRICE,391.07
Formononetin,INTERACTS_WITH,Bavituximab
86.99,AVAILABLE_AT,Target (CVS)
Cathinone,INTERACTS_WITH,Hydroxyzine
Ledipasvir,INTERACTS_WITH,Paliperidone
Cyclobarbital,INTERACTS_WITH,Flavoxate
Tenofovir disoproxil,INTERACTS_WITH,Flurbiprofen axetil
9-aminocamptothecin,INTERACTS_WITH,Ketoconazole
Inositol,INTERACTS_WITH,Loracarbef
Natacyn,MANUFACTURED_BY,"ALCON LABORATORIES, INC."
Antithrombin Alfa,INTERACTS_WITH,Balsalazide
Potassium chloride,IN_PRODUCT,Micro-K
Dantron,INTERACTS_WITH,Methotrimeprazine
Benzquinamide,INTERACTS_WITH,Potassium chloride
14.893,AVAILABLE_AT,Pavilions Pharmacy
Emylcamate,INTERACTS_WITH,Nefazodone
Benzoic acid,INTERACTS_WITH,Fluorescein
Rotigotine,INTERACTS_WITH,Tolazoline
Typhoid Vaccine Live,IN_PRODUCT,Vivotif
Yersinia pestis 195/p antigen (formaldehyde inactivated),INTERACTS_WITH,Lenalidomide
Panobinostat,INTERACTS_WITH,Fluorouracil
premenstrual syndrome,TREATED_BY,Ibuprofen
Potassium acetate,INTERACTS_WITH,Meclofenamic acid
Cholecystokinin,INTERACTS_WITH,Eluxadoline
Univasc,HAS_PRICE,42.95
Iproclozide,INTERACTS_WITH,Nicardipine
Hyoscine Butylbromide Injection Sandoz Standard,MANUFACTURED_BY,Sandoz Canada Incorporated
Benorilate,INTERACTS_WITH,Pergolide
Efonidipine,INTERACTS_WITH,Esmirtazapine
Daptomycin,INTERACTS_WITH,Cefoxitin
Aztreonam,INTERACTS_WITH,Flurbiprofen
Orlistat,INTERACTS_WITH,Beta carotene
Ombitasvir,INTERACTS_WITH,Rabeprazole
"Zinc sulfate, unspecified form",INTERACTS_WITH,Flumequine
Pyrimethamine,INTERACTS_WITH,Fluvastatin
Cancidas,HAS_SIDE_EFFECT,Dyspnoea paroxysmal nocturnal
Potassium Iodide,INTERACTS_WITH,Lithium hydroxide
Trofosfamide,INTERACTS_WITH,Mitomycin
Entacapone,INTERACTS_WITH,Suvorexant
Methohexital,INTERACTS_WITH,Ulipristal
Calcium carbonate,INTERACTS_WITH,Ofloxacin
testicular cancer,TREATED_BY,Methotrexate
Acebutolol,INTERACTS_WITH,Buflomedil
Butabarbital,INTERACTS_WITH,Hydromorphone
Remoxipride,INTERACTS_WITH,Nabilone
Tofisopam,INTERACTS_WITH,Paroxetine
Phenylalanine,INTERACTS_WITH,Cisplatin
Ladiratuzumab vedotin,INTERACTS_WITH,Formononetin
TB-402,INTERACTS_WITH,Girentuximab
Liothyronine,INTERACTS_WITH,Ritonavir
Buflomedil,INTERACTS_WITH,Pentoxifylline
107.225,AVAILABLE_AT,Costco
Ranpirnase,INTERACTS_WITH,Darbepoetin alfa
Dalteparin,INTERACTS_WITH,Tenoxicam
Pegademase,INTERACTS_WITH,Polyethylene glycol
Vismodegib,INTERACTS_WITH,Venetoclax
Clomocycline,INTERACTS_WITH,Talampicillin
Cefpirome,INTERACTS_WITH,Cefapirin
Complera,MANUFACTURED_BY,"Physicians Total Care, Inc."
Mepartricin,INTERACTS_WITH,Acetyldigitoxin
Femara,HAS_PRICE,6.055
Isosulfan blue,INTERACTS_WITH,Valdecoxib
Meclocycline,INTERACTS_WITH,Ticarcillin
Cefadroxil,IN_PRODUCT,Cefadroxil
Ibrutinib,INTERACTS_WITH,Abetimus
Isoxsuprine,INTERACTS_WITH,Olmesartan
Magnesium aspartate,INTERACTS_WITH,Pazufloxacin
Dutasteride,IN_PRODUCT,Avodart
Buformin,INTERACTS_WITH,Desogestrel
Roxatidine acetate,INTERACTS_WITH,Ferric sulfate
Regramostim,INTERACTS_WITH,Metharbital
26.5755,AVAILABLE_AT,Costco
Brentuximab vedotin,INTERACTS_WITH,Hydroxyurea
English walnut,IN_PRODUCT,English Walnut Meat
Trandolaprilat,INTERACTS_WITH,Ardeparin
Azilect,HAS_PRICE,166.03
Metoprolol,INTERACTS_WITH,Cinitapride
Naftidrofuryl,INTERACTS_WITH,Trihexyphenidyl
Carbenicillin,INTERACTS_WITH,Acenocoumarol
Lovastatin,INTERACTS_WITH,Lurasidone
Lasix,HAS_PRICE,12.387
Dexchlorpheniramine,INTERACTS_WITH,Erythromycin
CR002,INTERACTS_WITH,Dienestrol
Neosaxitoxin,INTERACTS_WITH,Pramipexole
Bivalirudin,MANUFACTURED_BY,"Accord Healthcare, Inc."
Co-HE-O2-N2 Mixture,MANUFACTURED_BY,Linde Llc
Almasilate,INTERACTS_WITH,Butaperazine
Valganciclovir,INTERACTS_WITH,Diflunisal
Eribulin,INTERACTS_WITH,Sorafenib
Penthienate,INTERACTS_WITH,Dextromoramide
Soblidotin,INTERACTS_WITH,Peginesatide
Methylprednisone,INTERACTS_WITH,Erythromycin
Beloranib,INTERACTS_WITH,Risedronic acid
Magnesium chloride,INTERACTS_WITH,Lamotrigine
Dynarex HP 3,MANUFACTURED_BY,Dynarex Corporation
18-methyl-19-nortestosterone,INTERACTS_WITH,Ferulic acid
Carlumab,INTERACTS_WITH,Basiliximab
171.714,AVAILABLE_AT,Costco
Methapyrilene,INTERACTS_WITH,Dapoxetine
Calcium levulinate,INTERACTS_WITH,Deslanoside
Finasteride,INTERACTS_WITH,Moexipril
Cedax,HAS_PRICE,30.1
Ibandronate,INTERACTS_WITH,Etodolac
colitis,TREATED_BY,Mesalazine
Polaprezinc,INTERACTS_WITH,Flumequine
Nonoxynol-9,INTERACTS_WITH,Glyburide
Amphetamine,INTERACTS_WITH,Dexrabeprazole
Zembrace,HAS_PRICE,524.46
Cyclosporine,INTERACTS_WITH,Atorvastatin
Rosoxacin,INTERACTS_WITH,Insulin glulisine
Technetium Tc-99m arcitumomab,INTERACTS_WITH,MYO-029
9-Deazaguanine,INTERACTS_WITH,Atenolol
Dantrolene,INTERACTS_WITH,Tolfenamic acid
Acthar Powder Inj 40unit/vial,MANUFACTURED_BY,Armour Pharmaceutical Co.
Nortriptyline,IN_PRODUCT,Aventyl
Potassium bicarbonate,INTERACTS_WITH,Enalaprilat
Metocurine,INTERACTS_WITH,Droperidol
Carbetocin,INTERACTS_WITH,Pheniprazine
Bleph-10,HAS_PRICE,158.892
Tioguanine,INTERACTS_WITH,Muromonab
58.384,AVAILABLE_AT,Albertsons (Sav-on)
Formoterol,INTERACTS_WITH,Candoxatril
Pazufloxacin,INTERACTS_WITH,AICA ribonucleotide
135.93,AVAILABLE_AT,CVS Pharmacy
Olanzapine Glenmark Europe,HAS_PRICE,15.0
Docusate,INTERACTS_WITH,Piperidolate
Oxycodone,INTERACTS_WITH,Alfentanil
Alprenolol,INTERACTS_WITH,(R)-warfarin
Urecholine,HAS_PRICE,33.385
Streptozocin,INTERACTS_WITH,Denosumab
Topotecan,INTERACTS_WITH,Fluocinolone acetonide
Sulfamethoxypyridazine,INTERACTS_WITH,BCG vaccine
Iobenguane sulfate I-123,INTERACTS_WITH,Aminophenazone
Ziprasidone,INTERACTS_WITH,Robenacoxib
Gliquidone,INTERACTS_WITH,Prulifloxacin
muscle spasticity of spinal origin,TREATED_BY,Tizanidine
Estradiol dienanthate,INTERACTS_WITH,Rabeprazole
Lolium perenne pollen,INTERACTS_WITH,Trandolapril
Lestaurtinib,INTERACTS_WITH,Vorapaxar
Calcium silicate,INTERACTS_WITH,Zoledronic acid
Isosorbide dinitrate,INTERACTS_WITH,Thioridazine
arteriosclerosis,TREATED_BY,Lovastatin
1810.55,AVAILABLE_AT,Pavilions Pharmacy
Palivizumab,INTERACTS_WITH,Infliximab
Vinblastine,INTERACTS_WITH,Interferon gamma-1b
Canrenone,INTERACTS_WITH,Tenoxicam
Cethromycin,INTERACTS_WITH,Ouabain
Resorcinol,INTERACTS_WITH,Oxyphenbutazone
Etofenamate,INTERACTS_WITH,Phenmetrazine
Imatinib,INTERACTS_WITH,Alefacept
Ethotoin,INTERACTS_WITH,Anisotropine methylbromide
Chloroquine,INTERACTS_WITH,Kaolin
Viloxazine,INTERACTS_WITH,Rotigotine
Diamorphine,INTERACTS_WITH,Dextropropoxyphene
Baclofen,IN_PRODUCT,Baclofen
Nevirapine,INTERACTS_WITH,Felbamate
Mili,MANUFACTURED_BY,Aurobindo Pharma Limited
Pitolisant,INTERACTS_WITH,Ritobegron
Anagrelide,INTERACTS_WITH,Potassium citrate
Dexfenfluramine,INTERACTS_WITH,Lidocaine
Nandrolone phenpropionate,INTERACTS_WITH,Insulin detemir
30.0232,AVAILABLE_AT,CVS Pharmacy
Diphemanil,INTERACTS_WITH,Buclizine
Mesoridazine,INTERACTS_WITH,Phenprocoumon
Zocor,HAS_PRICE,27.66
Duloxetine Zentiva,HAS_PRICE,18.633
Medetomidine,INTERACTS_WITH,Nisoldipine
Zomepirac,INTERACTS_WITH,Protriptyline
Levetiracetam Actavis Group,HAS_PRICE,54.1002
Piromidic acid,INTERACTS_WITH,Oxatomide
Cinchocaine,INTERACTS_WITH,Tridihexethyl
XTL-001,INTERACTS_WITH,Veltuzumab
Methscopolamine bromide,INTERACTS_WITH,Sufentanil
Matuzumab,INTERACTS_WITH,Basiliximab
Zuclopenthixol,INTERACTS_WITH,Metolazone
Nitroprusside,INTERACTS_WITH,Fenoterol
Alprostadil,INTERACTS_WITH,Cefazolin
Moroctocog alfa,INTERACTS_WITH,Tocopherylquinone
Riomet,HAS_PRICE,116.75
455.668,AVAILABLE_AT,Ralphs
Aluminium acetoacetate,INTERACTS_WITH,Quinidine
Pyrazinamide,MANUFACTURED_BY,Major Pharmaceuticals
Cabotegravir,INTERACTS_WITH,Cyclic adenosine monophosphate
Nifedipine,INTERACTS_WITH,Indenolol
Cyclomethicone 5,IN_PRODUCT,3ce CR Eamy Water Proof Eye Liner 08 Les Miserables
Rivoglitazone,INTERACTS_WITH,Chlorpromazine
Desloratadine,INTERACTS_WITH,Milnacipran
Aprotinin,INTERACTS_WITH,"Sar9, Met (O2)11-Substance P"
Gossypol,INTERACTS_WITH,Cyclacillin
Plozalizumab,INTERACTS_WITH,"Synthetic Conjugated Estrogens, A"
Endralazine,INTERACTS_WITH,Phenylpropanolamine
Cefradine,INTERACTS_WITH,Colistimethate
Lafutidine,INTERACTS_WITH,Iofetamine I-123
Anastrozole,MANUFACTURED_BY,Sun Pharmaceutical Industries Limited
Medrysone,INTERACTS_WITH,Insulin beef
Ebastine,INTERACTS_WITH,Telavancin
Etoposide,INTERACTS_WITH,Belimumab
Glycochenodeoxycholic Acid,INTERACTS_WITH,Caplacizumab
Cortivazol,INTERACTS_WITH,Alefacept
Ceftezole,INTERACTS_WITH,Cephaloglycin
Psilocybin,INTERACTS_WITH,Ropinirole
Dihydrexidine,INTERACTS_WITH,YKP-1358
Ataluren,INTERACTS_WITH,Romidepsin
Olanzapine Cipla,HAS_PRICE,10.1729
Methenamine,INTERACTS_WITH,Sulfamethoxazole
Guanabenz,INTERACTS_WITH,Eletriptan
Sabril,HAS_PRICE,4399.8
26.824,AVAILABLE_AT,Albertsons (Sav-on)
1-(2-Phenylethyl)-4-phenyl-4-acetoxypiperidine,INTERACTS_WITH,Dolasetron
Pentobarbital,INTERACTS_WITH,Dapoxetine
Lithium citrate,INTERACTS_WITH,Lobucavir
Tretinoin,IN_PRODUCT,Retin-A Cream
GW842166,INTERACTS_WITH,Terfenadine
Bendamustine Hydrochloride,MANUFACTURED_BY,"Eagle Pharmaceuticals, Inc"
Methotrimeprazine,INTERACTS_WITH,Delapril
Fluarix Quadrivalent 2013/2014,MANUFACTURED_BY,GlaxoSmithKline Biologicals SA
Repaglinide Krka,HAS_PRICE,358.991
Domperidone,INTERACTS_WITH,Phenoxypropazine
Clarinex,HAS_PRICE,41.92
Imidafenacin,INTERACTS_WITH,"Carfentanil, C-11"
Nitric Oxide,INTERACTS_WITH,Atenolol
Omega-3-acid ethyl esters,INTERACTS_WITH,Bemiparin
Flucytosine,IN_PRODUCT,Flucytosine
Forteo,HAS_SIDE_EFFECT,Blood uric acid increased
Imidapril,INTERACTS_WITH,Finasteride
52.26,AVAILABLE_AT,Costco
Iron protein succinylate,IN_PRODUCT,PR Natal 430
Duloxetine Zentiva,HAS_PRICE,6.8152
Oxytocin,INTERACTS_WITH,Loperamide
Apriso,HAS_PRICE,509.169
Nedaplatin,INTERACTS_WITH,Carprofen
Otamixaban,INTERACTS_WITH,"Synthetic Conjugated Estrogens, A"
546.064,AVAILABLE_AT,"Community, a Walgreens Pharmacy"
Trexall,HAS_PRICE,161.394
390.731,AVAILABLE_AT,Walmart Neighborhood Market
Iothalamic acid,INTERACTS_WITH,Ketorolac
Metacycline,INTERACTS_WITH,Azlocillin
24.124,AVAILABLE_AT,Pavilions Pharmacy
Rozrolimupab,INTERACTS_WITH,Glembatumumab vedotin
Stanozolol,INTERACTS_WITH,Glisoxepide
Dibromotyrosine,INTERACTS_WITH,Astaxanthin
